Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,09-10-2016,8.4,Park Plaza County Hall London, New Zealand , The room was tight chairs too bulky for little room ,12,6117, The girls at reception went out of their way to print off my voucher for the tour duck ride ,21,1,8.3,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",327 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/28/2016,8.4,Park Plaza County Hall London, France , not enough lifts in the hotel had to wait 20 minutes to go down from the fifth floor ,20,6117, location,2,38,7.9,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 3 nights ']",340 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/16/2016,8.4,Park Plaza County Hall London, Netherlands , Poor wifi in restaurant and bar,7,6117,No Positive,0,1,7.5,"[' Business trip ', ' Group ', ' Penthouse Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",383 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,01-04-2016,8.4,Park Plaza County Hall London, Netherlands ,No Negative,0,6117, Perfect location nice room and facilities fitness sauna friendly staff ,12,6,9.6,"[' Leisure trip ', ' Family with older children ', ' Penthouse Suite ', ' Stayed 2 nights ']",577 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,11-05-2015,8.4,Park Plaza County Hall London, France , Service,2,6117, Aweful service,3,3,5.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",637 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,10-06-2015,8.4,Park Plaza County Hall London, Germany ,No Negative,0,6117, Location Size of room Availability of outlets for computer clean and spacious Great and helpful staff good value,19,2,10,"[' Leisure trip ', ' Family with older children ', ' Executive Studio City View ', ' Stayed 4 nights ']",667 day,51.5014001,-0.1160092
1 Aldwych Westminster Borough London WC2B 4BZ United Kingdom,60,07-02-2017,9.2,One Aldwych, Germany , Considering the reports and ratings that are celebrating the hotel we were slightly disappointed The furniture of the suite looked a little worn out and old fashioned You can hear the toilet flush from the adjactent floors in the bathroom All in all it doesn t feel very personal and private in the room Breakfast is terribly over priced a usual thing in a lot of hotels to be honest and not worth writing home about Would definetly choose another hotel in London next time ,87,259, First thing we got an upgrade from a room to a suite which was very nice Staff was helpful Real beautiful bar with terrific looking bar menu cocktails A lot of attractions of London in walking distance ,39,51,8.3,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 1 night ']",32 days,51.5117832,-0.1194172
1 Aldwych Westminster Borough London WC2B 4BZ United Kingdom,60,3/19/2017,9.2,One Aldwych, France , Outdated room design much nicer in pictures than real life was very disappointed expected it to be nicer for a 5 star hotel Loud plumbing noises in bathroom after use of water ,34,259, Great location and very friendly staff ,8,3,7.9,"[' Leisure trip ', ' Family with young children ', ' Executive Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",137 day,51.5117832,-0.1194172
1 Aldwych Westminster Borough London WC2B 4BZ United Kingdom,60,05-10-2017,9.2,One Aldwych, France , The room was very chilly ,7,259,No Positive,0,1,8.8,"[' Business trip ', ' Solo traveler ', ' Executive Double Room ', ' Stayed 1 night ']",85 days,51.5117832,-0.1194172
1 Aldwych Westminster Borough London WC2B 4BZ United Kingdom,60,1/28/2017,9.2,One Aldwych, Netherlands , The lounge Area is a bit small side and therefore gets busy quickly Other than that the place is excellent ,22,259, The atmosphere staff and service ,7,7,9.2,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 2 nights ']",187 day,51.5117832,-0.1194172
1 Aldwych Westminster Borough London WC2B 4BZ United Kingdom,60,08-09-2015,9.2,One Aldwych, Netherlands ,No Negative,0,259, Proactivity of the hotel staff ,7,8,10,"[' Business trip ', ' Solo traveler ', ' Executive Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",725 day,51.5117832,-0.1194172
1 Avenue Carnot 17th arr 75017 Paris France,75,10-01-2016,8.9,Splendid Etoile, New Zealand ,No Negative,0,486, Beautiful room friendly staff and an amazing view of the Arc de Triomphe Well placed for attractions in Paris close to the metro and within walking distance of the Eiffel Tower ,33,19,9.2,"[' Leisure trip ', ' Solo traveler ', ' Privilege Room With View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",306 day,48.874707,2.2936761
1 Avenue Carnot 17th arr 75017 Paris France,75,09-06-2016,8.9,Splendid Etoile, Netherlands , Staff was friendly but could be slightly more helpful when asking some directions for a good place to eat Missing a bar or place for a drink Limited shops and restaurants in the direct area unless you cross over to the High Street Champs drinks in the minibar are overpriced 6 for a simple coke but this is a more Paris issue in general perhaps ,67,486, Clean rooms no noise even when so close to the main street excellent balcony with a super view 5th floor nicely decorated safe everything you need for a perfect stay Close to the metro station and this line brings you to all good places ,46,11,9.2,"[' Leisure trip ', ' Couple ', ' Privilege Room With View ', ' Stayed 2 nights ']",331 day,48.874707,2.2936761
1 Avenue Carnot 17th arr 75017 Paris France,75,7/13/2016,8.9,Splendid Etoile, India ,No Negative,0,486, Could not have asked for a better and a more comfortable stay in Paris In terms of location it doesn t get any better than this If you opt for a room with a view like we did then you get a view that is the envy of all Arc De Triomphe We did not opt for breakfast in the hotel since there are numerous patisseries and cafes around Despite arriving at the hotel way before our check in time the concierge accommodated us almost immediately The rooms are large by European standards very clean and airy i m talking about the rooms with a view Friendly and courteous staff added to our stay A special mention of Mr Farukh who floored us with his hospitality and generosity of ideas Thank you Splendid Etoile you truly made our stay Splendid ,142,7,10,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 3 nights ']",386 day,48.874707,2.2936761
1 Avenue Carnot 17th arr 75017 Paris France,75,5/24/2016,8.9,Splendid Etoile, France ,No Negative,0,486, Very nice hotel Everything was excellent staff was welcoming the View was amazing the balcony was the best part with a view of the arc and Eiffel Tower the room was big comparing to other hotels in Paris Defiantly going back again ,44,8,9.6,"[' Leisure trip ', ' Couple ', ' Superior Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",436 day,48.874707,2.2936761
1 Avenue Carnot 17th arr 75017 Paris France,75,4/20/2017,8.9,Splendid Etoile, France , Small bed it was supposed to be a king bed It was not the case,16,486,No Positive,0,2,7.1,"[' Leisure trip ', ' Family with young children ', ' Classic Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",105 day,48.874707,2.2936761
1 Avenue Carnot 17th arr 75017 Paris France,75,4/18/2017,8.9,Splendid Etoile, Germany ,No Negative,0,486, design of the room ,6,4,9.2,"[' Leisure trip ', ' Solo traveler ', ' Double Room with Courtyard View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",107 day,48.874707,2.2936761
1 Avenue Carnot 17th arr 75017 Paris France,75,3/31/2017,8.9,Splendid Etoile, Netherlands ,No Negative,0,486, Comfortable location Most of the landmark around there RER elevator is in front of the hotel Most of the bus lines are near hotel ,26,1,10,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Balcony ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",125 day,48.874707,2.2936761
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,6/21/2017,8.2,Hotel Trianon Rive Gauche, France ,No Negative,0,967, Very convenient and cosy hotel close to some of the nicest places of Paris The view from the room is amazing from Eiffel Tower to Montmartre and Notre Dame The staff is helpful to have a nice stay in Paris ,42,10,10,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 4 nights ']",43 days,48.8487675,2.3410376
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,4/22/2017,8.2,Hotel Trianon Rive Gauche, Germany , Breakfast costs 16 euros but is quite limited no fruits and vegetables are not fresh but most people go for breakfast at nearby cafes anyway ,27,967, Very good location safe and quiet in Latin Quarter can walk or take metro easily to most attractions and RER directly to the airport And late afternoon I can always have a recess at the bueatiful Luxembourg park around the corner Plenty of nice and affordable local and Asian restaurants I like especially Au P re Louis and Sushiyaki I stayed for six nights and came back for dinner every day This area is only a couple of minutes walk off the major tourist zone but already much less noisy and you got better food and service My room is on top floor and the view is awesome one day I saw sunset on Effel tower and it was amazing ,122,20,9.2,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",103 day,48.8487675,2.3410376
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,4/21/2017,8.2,Hotel Trianon Rive Gauche, Germany , Room is cleaned a bit late in the day after lunch ,13,967, Bed comfortable staff very friendly location super Early breakfast in the room is very convenient when you are in a hurry like I was ,26,6,9.6,"[' Business trip ', ' Couple ', ' Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",104 day,48.8487675,2.3410376
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,04-05-2017,8.2,Hotel Trianon Rive Gauche, Netherlands , Lacking on the fine details some TLC will help but it doesn t bother or hinder the experience at all one just notice those things ,27,967, Great Location Comfortable small rooms Descent though slightly over priced breakfast ,13,19,8.3,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 4 nights ']",120 day,48.8487675,2.3410376
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,7/25/2016,8.2,Hotel Trianon Rive Gauche, India ,No Negative,0,967, The location is really the best There are lots of places to eat and close to the metro as well You re a 10 15 minute walk away from the Notre Dame as well Our room was lovely Comfy beds and enough space for 2 girls with way more luggage than necessary We also had a view of the Eiffel Tower which was a super surprise when we looked out of the window Perfect ,76,1,8.3,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",374 day,48.8487675,2.3410376
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,07-05-2016,8.2,Hotel Trianon Rive Gauche, Germany , Narrow hallways and staircases tiny elevator and you still have to go up and down a half flight of stairs This was okay for us but those with mobility issues or a lot of heavy luggage might have problems ,41,967, Decent self serve breakfast buffet rooms were well appointed and by Parisian standards spacious Convenient location to walking and public transit 10 RER B lots of bus lines ,30,8,8.3,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",394 day,48.8487675,2.3410376
